,COD_RH,                 AUTOR,                TITULO,                AÑO,                LUGAR,                REVISTA,                EDITORIAL,                ISSN,Unnamed: 8,Cuartil,Publindex
2310,0000158763,Edwin Rivas Trujillo,Analysis of the dynamics of a switched circuit from the bifurcation theory,2020,,Journal of Physics Conference Series,Kunming Institute of Physics,17426596,,-,No Clasificado
2311,0000158763,Edwin Rivas Trujillo,FORMULATION OF A MIXED INTEGER LINEAR PROGRAMMING MODEL IN PLANNING THE EXPANSION OF A TRANSMISSION NETWORK,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2312,0000158763,Edwin Rivas Trujillo,Transmission network management of n-1 contingencies in the 110 kv Atlántico network with bess through linear optimization: case study,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2313,0000158763,Edwin Rivas Trujillo,Development of a linear permanent magnet generator topology for low power through finite elements,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2314,0000158763,Edwin Rivas Trujillo,IMPORTANCE OF SCIENCE AND PHILOSOPHY AS A SOURCE AND GENERATION OF SCIENTIFIC KNOWLEDGE IN THE BASIC SCIENCES AND ITS SOCIAL INCORPORATION WITH THE EDUCATIONAL SCIENCES,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2315,0000158763,Edwin Rivas Trujillo,Knowledge management as the base of the open innovation process,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2316,0000158763,Edwin Rivas Trujillo,FORMULATION OF THE MATHEMATICAL MODEL TO MAXIMIZE THE TOTAL ANNUAL COST SAVINGS OF A POWER TRANSMISSION OR DISTRIBUTION SYSTEM,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2317,0000158763,Edwin Rivas Trujillo,MODEL TEXTS WITH SVO SENTENCES AS A SYSTEM COMPOSED. STRUCTURE SUCH AS THE SPANISH LANGUAGE,2020,Colombia,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2318,0000158763,Edwin Rivas Trujillo,LINEAR ASSIGNMENT PROBLEMS SOLVED BY GREEDY 2-OPT HEURISTICS ON GPU,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2319,0000158763,Edwin Rivas Trujillo,Review of Energy Management in Microgrids: Policies and Mathematical Methods,2020,Colombia,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2320,0000158763,Edwin Rivas Trujillo,OPTIMAL RECONFIGURATION OF SUBSTATION TOPOLOGIES IN POWER SYSTEMS FOR ENHANCING NETWORK SECURITY,2020,Colombia,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2321,0000158763,Edwin Rivas Trujillo,REVIEW OF THE APPLICATION OF NEW TECHNOLOGIES FOR THE DISPOSAL OF SANITARY LANDFILLS IN LATIN AMERICA,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2322,0000158763,Edwin Rivas Trujillo,Modelling of the response of the generators to the automatic generation control commands under communication protocols based on the international standard,2020,Colombia,Journal of Physics Conference Series,Kunming Institute of Physics,17426596,,-,No Clasificado
2323,0000158763,Edwin Rivas Trujillo,Analytical analysis of the price of energy in the market through dipheomorphic attractors,2020,,Journal of Physics Conference Series,Kunming Institute of Physics,17426596,,-,No Clasificado
2324,0000158763,Edwin Rivas Trujillo,REPERCUSSIONS OF THE EDUCATIONAL REFORMS AND POLICIES THAT HAVE BEEN PROMOTED IN LATIN AMERICA,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2325,0000158763,Edwin Rivas Trujillo,Voltage stability analysis in an IEEE 34 nodes test system with the participation of photovoltaic generation plants,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2326,0000158763,Edwin Rivas Trujillo,A Hybrid Approach Based on SOCP and the Discrete Version of the SCA for Optimal Placement and Sizing DGs in AC Distribution Networks,2020,,Electronics Switzerland,Multidisciplinary Digital Publishing Institute MDPI,20799292,,Q2,No Clasificado
2327,0000158763,Edwin Rivas Trujillo,OPTIMAL DIMENSIONING AND LOCATION OF STATCOM IN TRANSMISSION LINES AND DISTRIBUTION NETWORKS,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2328,0000158763,Edwin Rivas Trujillo,ACTIVE POWER FILTER USING ADAPTIVE FILTERS IN THE SYNCHRONOUS FRAME REFERENCE,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2329,0000158763,Edwin Rivas Trujillo,Revisión De La Literatura De Implementación de BESS EN DER,2019,Colombia,Vínculos,Fondo De Publicaciones De La Universidad Distrital,1794211X,,No Clasificado,No Clasificado
2330,0000158763,Edwin Rivas Trujillo,Mixed-Integer Programming Model for Transmission Network Expansion Planning with Battery Energy Storage Systems (BESS),2020,Colombia,Energies,Multidisciplinary Digital Publishing Institute MDPI,19961073,,Q1,No Clasificado
2331,0000158763,Edwin Rivas Trujillo,Análisis detallado del Standard IEEE 1459-2010 para sistemas eléctricos monofásicos lineales y no lineales,2019,Colombia,Vínculos,Fondo De Publicaciones De La Universidad Distrital,1794211X,,No Clasificado,No Clasificado
2332,0000158763,Edwin Rivas Trujillo,Elementos fundamentales que componen la radio cognitiva y asignación de bandas espectrales,2015,Chile,Informacion Tecnologica,Vicerroctoria De Investigacion Y Extension Centro De Informacion Tecnologica,07180764,,No Clasificado,No Clasificado
2333,0000158763,Edwin Rivas Trujillo,Modeling for home electric energy management: A review,2015,Estados Unidos,Renewable and Sustainable Energy Reviews,PergamonElsevier Science Ltd,13640321,,Q1,No Clasificado
2334,0000158763,Edwin Rivas Trujillo,Analysis of Primary User Modeling Activity on Cognitive Radio Wireless Networks,2015,Australia,Australian Journal of Basic and Applied Sciences,International Network for Scientific Information Publication INSI,19918178,,No Clasificado,No Clasificado
2335,0000158763,Edwin Rivas Trujillo,Implementing A Simulator of Wireless Cognitive Radio Network Primary Users,2016,India,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
2336,0000158763,Edwin Rivas Trujillo,"WEP, WPA and WPA2 encryption protocols vulnerability on wireless networks with Linux platform",2015,Colombia,Tecnura,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,0123921X,,No Clasificado,No Clasificado
2337,0000158763,Edwin Rivas Trujillo,Enfoque técnico-económico para el dimensionamiento de transformadores de distribución,2016,Colombia,Ingeniería  Desarrollo,Ediciones Uninorte,01223461,,No Clasificado,No Clasificado
2338,0000158763,Edwin Rivas Trujillo,Internet of Things Backed by Knowledge Management for Smart Home,2015,Eslovenia,Lecture Notes in Business Information Processing,SpringerVerlag London Ltd,18651348,,Q2,No Clasificado
2339,0000158763,Edwin Rivas Trujillo,La e-research en el proceso de recogida y análisis de datos en el estudio de caso para la construccion de entornos personales de trabajo y aprendizaje,2020,Colombia,RISTI  Revista Iberica de Sistemas e Tecnologias de Informacao,Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI,16469895,,Q4,No Clasificado
2340,0000158763,Edwin Rivas Trujillo,Optimal Location-Reallocation of Battery Energy Storage Systems in DC Microgrids,2020,Colombia,Energies,Multidisciplinary Digital Publishing Institute MDPI,19961073,,Q1,No Clasificado
2341,0000158763,Edwin Rivas Trujillo,Assessment Of The Electric Grid Interdiction Problem Considering Different Network Models,2020,Colombia,Journal of Applied Science and Engineering,Tamkang University,15606686,,No Clasificado,No Clasificado
2342,0000158763,Edwin Rivas Trujillo,Active demand-side management strategies focused on the residential sector,2020,Colombia,Electricity Journal,Elsevier Bv,10406190,,Q1,No Clasificado
2343,0000158763,Edwin Rivas Trujillo,Energy demand projection based on consumption habits in the residential sector,2019,Colombia,Energy Efficiency,Springer Netherlands,1570646X,,Q2,No Clasificado
2344,0000158763,Edwin Rivas Trujillo,La metodología de estudio de caso como método docente,2019,Colombia,Espacios,Sociacion de Profesionales y Tecnicos del CONICIT,07981015,,No Clasificado,No Clasificado
2345,0000158763,Edwin Rivas Trujillo,Programación dinámica en el cálculo de la ruta óptima de una topología de red: Caso de Estudio,2019,Colombia,Espacios,Caso de Estudio,07981015,,No Clasificado,No Clasificado
2346,0000158763,Edwin Rivas Trujillo,El horizonte de la educación superior: modelos TIC y ciencia posnormal,2019,Colombia,Espacios,Sociacion de Profesionales y Tecnicos del CONICIT,07981015,,No Clasificado,No Clasificado
2347,0000158763,Edwin Rivas Trujillo,Sistema de control de calidad de piñones con visión artificial,2006,Colombia,Ingenium,UNIVERSIDAD DE SAN BUENAVENTURA,01247492,,No Clasificado,No Clasificado
2348,0000158763,Edwin Rivas Trujillo,El estudio de caso como estrategia metodológica,2019,Colombia,Espacios,Sociacion de Profesionales y Tecnicos del CONICIT,07981015,,No Clasificado,No Clasificado
2349,0000158763,Edwin Rivas Trujillo,An Algebraic Model to Formalize Sentences and Their Context: Use Case Scenario of the Spanish Language,2018,Colombia,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2350,0000158763,Edwin Rivas Trujillo,Algebraic Model to Formalize the Sentences and Their Context for Texts Written in the Spanish Language,2018,Colombia,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2351,0000158763,Edwin Rivas Trujillo,La integración numérica en la integral definida: caso de estudio,2019,Colombia,Espacios,Sociacion de Profesionales y Tecnicos del CONICIT,07981015,,No Clasificado,No Clasificado
2352,0000158763,Edwin Rivas Trujillo,La e-research en el proceso de recogida y análisis de datos en el estudio de caso,2019,Colombia,Espacios,Sociacion de Profesionales y Tecnicos del CONICIT,07981015,,No Clasificado,No Clasificado
2353,0000158763,Edwin Rivas Trujillo,A Data Structure to Represent Data Sets with More Than One Order Relation like Polygons.,2017,Bulgaria,Contemporary Engineering Sciences,Hikari Ltd,13136569,,No Clasificado,No Clasificado
2354,0000158763,Edwin Rivas Trujillo,La Influencia de los Niveles de Penetración de la Generación Distribuida en los Mercados Energéticos.,2017,Chile,Informacion Tecnologica,Vicerroctoria De Investigacion Y Extension Centro De Informacion Tecnologica,07180764,,No Clasificado,No Clasificado
2355,0000158763,Edwin Rivas Trujillo,Propuesta de modelo de Gestión para redes eléctricas con Generación Distribuida a través de Unidades de Medición Fasorial.,2017,Chile,Informacion Tecnologica,Vicerroctoria De Investigacion Y Extension Centro De Informacion Tecnologica,07180764,,No Clasificado,No Clasificado
2356,0000158763,Edwin Rivas Trujillo,Designing a MAC Algorithm for Equitable Spectrum Allocation in Cognitive Radio Wireless Networks.,2017,Estados Unidos,Wireless Personal Communications,Springer Netherlands,09296212,,Q2,No Clasificado
2357,0000158763,Edwin Rivas Trujillo,Locating Distributed Generation Units in Radial Systems,2017,Bulgaria,Contemporary Engineering Sciences,Hikari Ltd,13136569,,No Clasificado,No Clasificado
2358,0000158763,Edwin Rivas Trujillo,ESTIMATING SUS ARRIVAL FOR CHANNEL SELECTION IN COGNITIVE RADIO,2017,Pakistán,ARPN Journal of Engineering and Applied Sciences,Asian Research Publishing Network ARPN,18196608,,Q4,No Clasificado
2359,0000158763,Edwin Rivas Trujillo,"Visual ergonomics, a review in a public entity.",2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22496890,,No Clasificado,No Clasificado
2360,0000158763,Edwin Rivas Trujillo,Analysis of the Vibration Modes in the Diverter Switch of Load Tap Changer.,2017,Reino Unido,Contemporary Engineering Sciences,Hikari Ltd,13136569,,No Clasificado,No Clasificado
2361,0000158763,Edwin Rivas Trujillo,Management of Distributed Energetic Resources. International Journal of Applied Engineering Research,2017,India,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
2362,0000158763,Edwin Rivas Trujillo,Use of artificial intelligence based models to estimate the use of a spectral band in cognitive radio,2017,Emiratos rabes Unidos,Journal of Engineering and Applied Sciences,Medwell Journals,18187803,,No Clasificado,No Clasificado
2363,0000158763,Edwin Rivas Trujillo,Modification of the Territorial Planning in the Villavicencio City; Analysis of its Impact,2020,Colombia,International Journal of Advanced Science and Technology,Science and Engineering Research Support Society,20054238,,No Clasificado,No Clasificado
2364,0000158763,Edwin Rivas Trujillo,Analysis of the Vibration Modes in the Diverter Switch of Load Tap Changer,2017,Bulgaria,Contemporary Engineering Sciences,Hikari Ltd,13136569,,No Clasificado,No Clasificado
2365,0000158763,Edwin Rivas Trujillo,SVM and ANFIS as channel selection models for the spectrum decision stage in cognitive radio networks.,2017,Reino Unido,Contemporary Engineering Sciences,Hikari Ltd,13136569,,No Clasificado,No Clasificado
2366,0000158763,Edwin Rivas Trujillo,Algorithm for Determining the Probability of Arrival of an SU to a Base Station in Cognitive Radio Networks.,2017,India,International Journal of Engineering and Technology,Engg Journals Publications,23198613,,No Clasificado,No Clasificado
2367,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Internet of Things: A Prototype Architecture Using a Raspberry Pi,2015,Colombia,Lecture Notes in Business Information Processing,SpringerVerlag London Ltd,18651348,,Q2,No Clasificado
2368,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Introducción al Internet de las Cosas,2015,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
2369,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Diagnóstico Y Propuesta De Gestión De Las Actividades De Mantenimiento Del Sistema Semafórico De Bogotá D.C.,2015,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
2370,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Modelo en Series de Tiempo del Retardo del Cambio de Canal en una Transmisión IPTV,2015,Colombia,Informacion Tecnologica,Vicerroctoria De Investigacion Y Extension Centro De Informacion Tecnologica,07180764,,No Clasificado,No Clasificado
2371,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Técnicas del Balanced Scorecard para Medición del Cumplimiento del Plan Estratégico de una Empresa,2015,Colombia,Redes De Ingenieria,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,2248762X,,No Clasificado,No Clasificado
2372,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Modelo para fortalecer el rol de las pymes en el emprendimiento de Bogotá D. C,2013,Colombia,Revista Científica,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,01242253,,No Clasificado,No Clasificado
2373,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Integration Between IT Governance and Balanced Scorecard,2014,Suiza,Lecture Notes in Business Information Processing,SpringerVerlag London Ltd,18651348,,Q2,No Clasificado
2374,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Colombian agriculture : approaching agricultura 4.0,2022,,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
2375,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Maturity Model for Virtual Education,2021,,IBIMA Business Review,,19473788,,Q4,No Clasificado
2376,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Characterization of open innovation practices in manufacturing SMEs in Bogotá,2021,,Revista Escuela De Administración De Negocios,Escuela De Administracion De Negocios Ean,01208160,,No Clasificado,No Clasificado
2377,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Tecnología y analítica del aprendizaje: una revisión a la literatura,2021,,Revista Científica,Editorial UD Editorial Universidad Distrital Francisco José de Caldas,01242253,,No Clasificado,No Clasificado
2378,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Analítica académica: nuevas herramientas aplicadas a la educación,2021,,Publicación Artículo En El Boletín Redipe 803,,22561536,,No Clasificado,No Clasificado
2379,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Industry 4.0 and Its Development in Colombian Industry,2017,Suiza,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2380,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,B-Learning and Big Data: Use in Training an Engineering Course,2017,Suiza,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2381,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Exploring models of normal human locomotion,2017,Colombia,Contemporary Engineering Sciences,Hikari Ltd,13147641,,No Clasificado,No Clasificado
2382,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Data Architecture for the Internet of Things and Industry 4.0,2017,Suiza,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2383,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Propuesta de una arquitectura de la industria 4.0 en la cadena de suministro desde la perspectiva de la Ingeniería Industrial,2017,Colombia,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
2384,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Data Architecture for the Internet of Things and Industry 4.0.,2017,Colombia,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2385,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Aplicabilidad del Modelo de Información de Edificios en el ámbito geoespacial para apoyar el Plan Maestro de Desarrollo Físico y Tecnológico de la Universidad Distrital,2009,Colombia,Ingeniería,Grupo Editorial Gaia,0121750X,,No Clasificado,No Clasificado
2386,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,A REVIEW OF CLUSTERS OF LITERALS FOR RESOLVE SAT,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2387,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,ACADEMIC INTERRUPTION MODEL USING AUTOMATIC LEARNING ALGORITHMS,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2388,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Introducción del CRM 4.0: Una Aproximación para el Sector Turismo,2020,,RISTI  Revista Iberica de Sistemas e Tecnologias de Informacao,Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI,16469895,,Q4,No Clasificado
2389,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Generadores de valor del proceso logístico de las empresas floricultoras de Cundinamarca,2020,,Economicas Cuc,ACUC,01203932,,No Clasificado,No Clasificado
2390,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,MODEL TEXTS WITH SVO SENTENCES AS A SYSTEM COMPOSED. STRUCTURE SUCH AS THE SPANISH LANGUAGE,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2391,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Proposal of Architecture And Application of Machine Learning (Ml) as A Strategy For The Reduction of University Desertion Levels Due to Academic Factors,2019,,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
2392,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Geveca Servidor Web Espacial para el GeoMarketing,2020,,RISTI  Revista Iberica de Sistemas e Tecnologias de Informacao,Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI,16469895,,Q4,No Clasificado
2393,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Prospectiva de Integración de Blockchain e Internet de las Cosas para una implementación en Clúster,2020,,Ingenieria Solidaria,Editorial Universidad Cooperativa De Colombia Educc,19003102,,No Clasificado,No Clasificado
2394,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Gestión de información de la cadena de suministro de productos perecederos: Aplicación de BlockChain,2020,,RISTI  Revista Iberica de Sistemas e Tecnologias de Informacao,Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI,16469895,,Q4,No Clasificado
2395,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,TOWARS THE BLOCKCHAIN AND SMART CONTRACTS IN LATIN AMERICA CASE OF COLOMBIA,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2396,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,IMPACT OF INDUSTRY 4.0 TOOLS IN LOGISTICS: CASE ANALYSIS IN COLOMBIA,2020,,International Journal of Mechanical and Production Engineering Research and Development,Transstellar Journal Publications and Research Consultancy Private Limited TJPRC,22498001,,No Clasificado,No Clasificado
2397,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Diseño conceptual de un producto de ingeniería como estrategia creativa a partir del método de aprendizaje basado en problemas,2019,,Revista Avances Investigacion En Ingenieria,Publicaciones Universidad Libre,17944953,,No Clasificado,No Clasificado
2398,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,"Integración de la Inteligencia de Negocios, la Inteligencia de Mercados y la Inteligencia Competitiva desde el análisis de datos",2020,,RISTI  Revista Iberica de Sistemas e Tecnologias de Informacao,Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI,16469895,,Q4,No Clasificado
2399,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,"METAMODEL FOR INTEGRATION OF INTERNET OF THINGS, SOCIAL NETWORKS, THE CLOUD AND INDUSTRY 4.0",2017,Suiza,Journal of Ambient Intelligence and Humanized Computing,SpringerVerlag London Ltd,18685145,,Q1,No Clasificado
2400,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,A Proposed Architecture for the Development of a Cluster for Graduates of Higher Education Institutions,2017,Suiza,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2401,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,"Big Data Tools: Haddop, MongoDB and Weka",2016,Suiza,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2402,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Industrial Internet of Things: An Architecture Prototype for Monitoring in Confined Spaces Using a Raspberry Pi,2016,Suiza,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2403,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Big Data Meaning in the Architecture of IoT for Smart Cities,2016,Suiza,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2404,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Proposal of a Standard Architecture of IoT for Smart Cities,2016,Suiza,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2405,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Management Model for Planning Articulation at Universidad Distrital Francisco José de Caldas,2015,Colombia,Lecture Notes in Business Information Processing,SpringerVerlag London Ltd,18651348,,Q2,No Clasificado
2406,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Why Does the Industry Relocate in Colombia?,2018,India,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
2407,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,From Traditional Cities to Smart Cities,2018,Suiza,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2408,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Knowledge Management Model to Support Software Development,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2409,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Industry Knowledge Management Model 4.0,2018,,Advances in Intelligent Systems and Computing,Springer Science  Business Media,21945357,,No Clasificado,No Clasificado
2410,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Co-creation Model in Small and Medium Businesses: Case Study of the Colombian Dairy Sector,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2411,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Big Data: An Exploration Toward the Improve of the Academic Performance in Higher Education,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2412,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,A Rule-Based System to Classify Scheduling Problems and Solution Techniques for Service Systems,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2413,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Big Data Tools for Smart Cities,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2414,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Architecture Proposal for the Information Management in the Generation of Energy in Industry 4.0,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2415,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Model for the Incorporation of Big Data in Knowledge Management Oriented to Industry 4.0,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2416,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Educational Computing Resources Applied to the Teaching of Manufacturing,2018,,Advances in Intelligent Systems and Computing,Springer Science  Business Media,21945357,,No Clasificado,No Clasificado
2417,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,A Rule-Based System to Scheduling and Routing Problem in Home Health Care Services,2018,Suiza,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2418,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Exploration of a Classroom Management Model for Decision-Making in Higher Education (first part),2018,India,International Journal of Applied Engineering Research,Research India Publications,09734562,,No Clasificado,No Clasificado
2419,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Design and Application of a Creative Strategy Based on the Method of Problem-Based Learning (PBL) in Engineering Students,2018,Suiza,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2420,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Impact of Implementing Industry 4.0 in Colombia¿s Supply Chains,2018,,Lecture Notes In Computer Science,SpringerVerlag London Ltd,03029743,,Q3,No Clasificado
2421,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Modeling Strategy for Supply Chain Design Considering Multiple Periods and Backlogging,2018,Suiza,Communications in Computer and Information Science,SpringerVerlag London Ltd,18650929,,Q4,No Clasificado
2422,0000593869,JOSE IGNACIO RODRIGUEZ MOLANO,Proposal of a Supply Chain Architecture Immersed in the Industry 4.0,2018,,Advances in Intelligent Systems and Computing,Springer Science  Business Media,21945357,,No Clasificado,No Clasificado
