COD_RH;                 AUTOR;                TITULO;                AÑO;                LUGAR;                REVISTA;                EDITORIAL;                ISSN
1344169;Robinson Jimenez Moreno;Handwritten Word Searching by Means of Speech Commands Using Deep Learning Techniques;2019;;INTERNATIONAL REVIEW ON MODELLING AND SIMULATIONS;Praise Worthy Prize Srl;1974-9821               
1344169;Robinson Jimenez Moreno;A Novel Parallel Convolutional Network Architecture for Depth-Dependent Object Recognition;2019;;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1344169;Robinson Jimenez Moreno;Object Sorting in an Extended Work Area Using Collaborative Robotics and DAG-CNN;2020;Pakistán;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1344169;Robinson Jimenez Moreno;Object Recognition Through Artificial Intelligence Techniques;2020;Colombia;REVISTA FACULTAD DE INGENIERIA UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA;;0121-1129               
1344169;Robinson Jimenez Moreno;Comparison of features for sEMG based detection of hand movement inception using a wearable device;2019;;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1344169;Robinson Jimenez Moreno;Place Recognition with DAG-CNN;2020;;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1344169;Robinson Jimenez Moreno;Percentage Estimation of Muscular Activity of the Forearm by Means of EMG Signals Based on the Gesture Recognized Using CNN;2020;Reino Unido;SENSING AND BIO SENSING RESEARCH;Elsevier Bv;2214-1804               
1344169;Robinson Jimenez Moreno;Comparison between Viola-Jones algorithm and semantic segmentation for face parts detection;2019;;ARPN JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Asian Research Publishing Network ARPN;1819-6608               
1344169;Robinson Jimenez Moreno;Manipulation of Polymorphic Objects Using Two Robotic Arms through CNN Networks;2019;;INTERNATIONAL JOURNAL ON ADVANCED SCIENCE ENGINEERING AND INFORMATION TECHNOLOGY;INSIGHT  Indonesian Society for Knowledge and Human Development;2088-5334               
1344169;Robinson Jimenez Moreno;Sistema automático de clasificación de peces;2018;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
1344169;Robinson Jimenez Moreno;Exoskeleton Design Controlled by Surface Electromyographic Signals from Upper Limbs;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Epsilon Support Vector Regression based Controller;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Tank Level Measurement using 3D Vision Systems;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Red neuronal convolucional para discriminar herramientas en robótica asistencial;2018;Colombia;Visión Electrónica Algo Más Que Un Estado Sólido;Fondo De Publicaciones De La Universidad Distrital;1909-9746               
1344169;Robinson Jimenez Moreno;Energy Dimensioning for the Mobility of a Single-Occupant Electric Vehicle;2018;Pakistán;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1816-949X               
1344169;Robinson Jimenez Moreno;Convolutional Neural Networks Training for Tools Recognition;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Algorithm for the Establishment of the Fatigue State for Machine Vision Systems;2018;Pakistán;RESEARCH JOURNAL OF APPLIED SCIENCES;Medwell Journals;1815-932X               
1344169;Robinson Jimenez Moreno;Object Recognition in Dynamic Environments with Convolutional Neural Networks;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Aerodynamic Design and Simulation of a Unipersonal Electric Vehicle Prototype Using Photovoltaic;2018;Pakistán;INTERNATIONAL JOURNAL OF SYSTEMS SIGNAL CONTROL AND ENGINEERING APPLICATION;Medwell Journals;1997-5422               
1344169;Robinson Jimenez Moreno;Optimization of Charging Time with Solar Panels for Electric Vehicles Using Fuzzy Logic;2018;Pakistán;INTERNATIONAL JOURNAL OF SYSTEMS SIGNAL CONTROL AND ENGINEERING APPLICATION;Medwell Journals;1997-5422               
1344169;Robinson Jimenez Moreno;Binary Images Classification Algorithm Based on Moore-Penrose Inverse Matrix;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Scratch Detection in Cars Using a Convolutional Neural Network by Means of Transfer Learning;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Kernel Perceptron Face Recognition;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Scara Robot Path Planning Through flood fill Algorithm;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Stereoscopic Vision System for reconstruction of 3D objects;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Convolutional Neural Training for Robotic Control Through Hand Gestures;2018;Pakistán;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1816-949X               
1344169;Robinson Jimenez Moreno;Motion Estimation Algorithm Based on Imaging Subtraction;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Very Deep Convolutional Neural Network for Speech Recognition Based on Words;2018;Pakistán;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1816-949X               
1344169;Robinson Jimenez Moreno;Topological Data Analysis for Machine Learning Based on Kernels: A Survey;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Algorithm for Object Grasp Detection;2018;Pakistán;RESEARCH JOURNAL OF APPLIED SCIENCES;Medwell Journals;1815-932X               
1344169;Robinson Jimenez Moreno;Teaching Mechatronics Design: A Theoretical-Practical Approach;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Design and Simulation of Programmed Sequences for Electro Pneumatic Paper Sealants Using Cascade Method;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Mouth States Recognition System Focused on Feeding task;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Control System for a Segway;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Design of Controller PID and Stability Analysis for Drying of Corn´s Grain;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Human-Machine Interaction using MYO-Kinect Tools;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Virtual Environment for Surgical Tasks;2018;Pakistán;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1816-949X               
1344169;Robinson Jimenez Moreno;Review of Intelligent Robotics Algorithms for Assistive Agents;2018;Pakistán;RESEARCH JOURNAL OF APPLIED SCIENCES;Medwell Journals;1815-932X               
1344169;Robinson Jimenez Moreno;Temperature and Level Controller for Fingerling Pond;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Quality control system by means of CNN and fuzzy systems;2018;;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Design and Implementation of Automated Prototype for Classification of Peach;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Hand Gesture Recognition Using Electromyographic Signals Throw a Deep Convolutional Neural Network;2018;Pakistán;RESEARCH JOURNAL OF APPLIED SCIENCES;Medwell Journals;1815-932X               
1344169;Robinson Jimenez Moreno;Product Detection System for Home Refrigerators implemented though a Region-based Convolutional Neural Network;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;EMG Signal Acquisition and Processing Application with CNN Testing for MATLAB;2018;Italia;INTERNATIONAL REVIEW OF AUTOMATIC CONTROL;Praise Worthy Prize Srl;1974-6059               
1344169;Robinson Jimenez Moreno;Faster R-CNN for Object Location in a Virtual Environment for Sorting Task;2018;Australia;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;Kassel University Press GmbH;1861-2121               
1344169;Robinson Jimenez Moreno;Driver Fatigue Detection with Time-Feedback Neural Network;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;HIL of a Generalized Predictive Controller for a Micro Grid DC System of Renewable energy Sources.;2018;Irán;INTERNATIONAL JOURNAL OF ENGINEERING TRANSACTIONS B APPLICATIONS;Materials and Energy Research Center;1728-144X               
1344169;Robinson Jimenez Moreno;Analysis of Friction Systems on Shafts for Engineering Applications;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Electroencephalogram (EEG) Sensor for Teleoperation of Domotics Applications via Virtual Environments;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Development of an Electronic System for the Control, Monitoring and Follow-up of Patients with Neurodegenerative Diseases through Biomedical Signal Processing;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Manipulation of Tools by Means of a Robotic Arm Using Artificial Intelligence;2018;Pakistán;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1816-949X               
1344169;Robinson Jimenez Moreno;Analog Signatures to Diagnose Faults in Printed Circuit Boards;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Fuzzy Control for Navigation of a Mobile Robot Using Real Time Computational Vision;2018;Colombia;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1816-949X               
1344169;Robinson Jimenez Moreno;Simulation of a Mobile Manipulator on Webots;2018;Alemania;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;Kassel University Press GmbH;1861-2121               
1344169;Robinson Jimenez Moreno;Diseño de un agente para sistemas complejos como herramienta para ciencia basada en diseño;2018;Chile;INGENIARE;Universidad De Tarapaca;0718-3291               
1344169;Robinson Jimenez Moreno;Algorithm for Tool Grasp Detection;2018;Colombia;INTERNATIONAL REVIEW OF MECHANICAL ENGINEERING;Praise Worthy Prize;1970-8734               
1344169;Robinson Jimenez Moreno;Remote Lab for Robotics Applications;2018;Colombia;INTERNATIONAL JOURNAL OF ONLINE ENGINEERING;Kassel University Press GmbH;1861-2121               
1344169;Robinson Jimenez Moreno;Convolutional Neural Network Training for Robotic Applications in 3D Environments;2018;Emiratos rabes Unidos;RESEARCH JOURNAL OF APPLIED SCIENCES;Medwell Journals;1815-932X               
1344169;Robinson Jimenez Moreno;Smart bulb for IoT;2018;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
1344169;Robinson Jimenez Moreno;Convolutional neural network with a DAG architecture for control of a robotic arm by means of hand gestures;2018;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
1344169;Robinson Jimenez Moreno;Detection Of Electronic Card Failures Using The Analog Signature Analysis Technique;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Survey of biometric pattern recognition via machine learning techniques;2018;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
1344169;Robinson Jimenez Moreno;Deep Convolutional Neural Network for Hand Gesture Recognition Used for Human-Robot Interaction;2017;Emiratos rabes Unidos;JOURNAL OF ENGINEERING AND APPLIED SCIENCES;Medwell Journals;1818-7803               
1344169;Robinson Jimenez Moreno;Flood Fill Algorithm Dividing Matrices for Robotic Path Planning;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
1344169;Robinson Jimenez Moreno;Use of CNNs for follower mobile agents with safe distance;2018;India;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
594822;José Andelfo Lizcano Caro;Exclusión del costo del agua en las tarifas de acueducto;2012;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;Aportes metodológicos para la asistencia técnica agropecuaria en las unidades agrícolas familiares. Bogotá D.C.;2015;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;Entre la Confianza de Dios y el Acecho del Diablo;2003;Colombia;Heraldo Médico;;0
594822;José Andelfo Lizcano Caro;Problemas sociales de la ciencia y la tecnología referidos a servicios públicos domiciliarios;2016;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;LAWS AND MULTIDISCIPLINARY CONSIDERATIONS IN THE EDUCATION OF A NOVICE TEACHER;2022;Rusia;RUSSIAN LAW JOURNAL;Supporting Academic Initiatives Foundation;2312-3605               
594822;José Andelfo Lizcano Caro;Entrenamiento de microeconomía para estudiantes no economistas;2020;Colombia;Tecnogestión  Una Mirada Al Ambiente;Fondo Editorial Universidad Distrital Francisco Jose De Caldas;2346-2531               
594822;José Andelfo Lizcano Caro;Saberes en re ¿ conocimiento;2022;Colombia;Tecnogestión  Una Mirada Al Ambiente;Fondo Editorial Universidad Distrital Francisco Jose De Caldas;2346-2531               
594822;José Andelfo Lizcano Caro;Régimen tarifario de agua potable y saneamiento básico, distorsiones socioeconómicas;2011;Colombia;Revista Acodal;Editorial Gente Nueva;0120-0798               
594822;José Andelfo Lizcano Caro;Microempresas de gestión comercial: ¿estrategia eficaz para construir relaciones cooperativas sostenibles en los servicios públicos domiciliarios? El caso de la Costa Atlántica colombiana;2011;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;Una visión histórica de los servicios públicos en Colombia;2012;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;¿Qué ha pasado con la clasificación por nivel de riesgo de los prestadores de servicios públicos de acueducto, alcantarillado y aseo del país?;2011;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;El uso minifundista de la tierra como eje central del preacuerdo agrario entre el gobierno de Colombia y las FARC. Factibilidad preliminar teórica y práctica;2016;Colombia;ID Revista De Investigaciones;Universitaria De Investigacion Y Desarrollo Udi;2256-1676               
594822;José Andelfo Lizcano Caro;BAJA MOVILIDAD VEHICULAR E IMPACTOS NEGATIVOS SOBRE EL PIB DE BOGOTÁ D.C. (2007-2011);2016;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;La ciencia del diseño para un meta-modelo de regulación de agua potable y saneamiento básico;2016;Colombia;Tecnogestión  Una Mirada Al Ambiente;Universidad Distrital;1794-676X               
594822;José Andelfo Lizcano Caro;La ciencia del diseño para un meta-modelo de regulación de agua potable y saneamiento básico;2017;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
594822;José Andelfo Lizcano Caro;The progressive and rational occupation of the urban system boundary: entropies in La Azucena, Mexico;2019;México;Acta Universitaria;Editorial Universidad De Guanajuato;2007-9621               
594822;José Andelfo Lizcano Caro;Propuesta de metamodelo para la regulación de la demanda urbana de agua potable;2020;México;TECNOLOGIA Y CIENCIAS DEL AGUA;Instituto Mexicano de Tecnologia del Agua;2007-2422               
594822;José Andelfo Lizcano Caro;Metamodelo del sistema de regulación de la demanda de agua potable en horizontes de largo plazo;2019;Chile;INGENIARE;Universidad De Tarapaca;0718-3305               
594822;José Andelfo Lizcano Caro;Water resources in urban systems: El Zapotillo dam as occasional negentropy in the metropolis of Guadalajara, México;2019;Colombia;DYNA;Instituto de Estudios Políticos y Relaciones Internacionales de la Universidad Nacional de Colombia;2346-2183               
594822;José Andelfo Lizcano Caro;"Uber en el medio ambiente urbano: Una revisión desde la teoría de sistemas en el caso Mazatlán""""";2017;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
594822;José Andelfo Lizcano Caro;"Conectividad en la central de autobuses de Guadalajara, México"";2018;Colombia;Vínculos;Fondo De Publicaciones De La Universidad Distrital;1794-211X               ;
0000166618;César Amílcar López Bello;Algoritmo de dimensionamiento de almacenes para empresas de edificación en el sector de la construcción""";2015;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;LA LOGÍSTICA COMO ESTRATEGIA PARA PROVEER DE INTELIGENCIA A LAS ORGANIZACIONES;2015;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
166618;César Amílcar López Bello;AN EVOLUTIONARY APPROACH FOR IMPUTING MISSING DATA IN TIME SERIES;2010;Corea del Sur;JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS;World Scientific Publ Co Pte Ltd;0218-1266               
166618;César Amílcar López Bello;"Scalarization of Type-1 Fuzzy Markov Chains""""";2010;China;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
166618;César Amílcar López Bello;"Interval Type-2 Fuzzy Markov Chains: Type Reduction""""";2011;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;1611-3349               
166618;César Amílcar López Bello;"Missing Data Imputation in Multivariate Data by Evolutionary Algorithms"";2011;Alemania;COMPUTERS IN HUMAN BEHAVIOR;Elsevier Science;0747-5632               ;
0000166618;César Amílcar López Bello;Una revision al estado del arte de la integracion de toma de decisiones en la red logistica""";2013;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Estimación de los paramétros de un modelo de pronóstico con componente cíclico con programación lineal;2002;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;La programacion mixta como herramienta para la solucion de problemas de planeacion agregada multietapas;2003;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Tècnicas de Planeacion Agregada;1998;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Modelos de Medición, Análisis, Planeación y Programación de Capacidades en un Contexto de Múltiples Criterios de Decisión.;2005;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Modelo de planeación de capacidades utilizando programación fraccional lineal en un contexto de múltiples criterios de decisión;2006;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Missing Data Imputation in Time Series by Evolutionary Algorithms. Lecture Notes in Artificial Intelligence;2008;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
166618;César Amílcar López Bello;A Simulation Study on Fuzzy Markov Chains;2008;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
166618;César Amílcar López Bello;LOCALIZACIÓN DE UNA PLATAFORMA DE CROSS DOCKING EN EL CONTEXTO DE LOGÍSTICA FOCALIZADA UTILIZANDO DISTANCIAS EUCLIDIANAS;2008;Colombia;Ciencia e Ingeniería Neogranadina;Universidad Militar Nueva Granada;0124-8170               
166618;César Amílcar López Bello;"Multi-period Mixed Production Planning with uncertain demands: Fuzzy and interval fuzzy sets approach"";2012;Países Bajos;FUZZY SETS AND SYSTEMS;Elsevier;0165-0114               ;
0000166618;César Amílcar López Bello;Modelo de ampliación de la capacidad productiva""";2009;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;El sistema de gestión tecnológica como parte del sistema logístico en la era del conocimiento;2009;Colombia;CUADERNOS DE ADMINISTRACION;Pontificia Universidad Javeriana;0120-3592               
166618;César Amílcar López Bello;Diseño de un método heurístico para secuenciación de sistemas flow shop estrictos con buffers ilimitados;2009;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Propuesta Metodológica para la aplicación del modelo Supply Chain Operations Reference;2009;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Modeling the synergy level in a vertical collaborative supply chain through the IMP interaction model and DEA framework;2010;Países Bajos;ANNALS OF OPERATIONS RESEARCH;Springer Netherlands;0254-5330               
166618;César Amílcar López Bello;Modelo de Localización dinámica de nodos logísticos intermedios dentro de zonas seguras en el contexto de logística focalizada;2011;Colombia;REVISTA FACULTAD DE INGENIERIA UNIVERSIDAD DE ANTIOQUIA;Universidad De Antioquia;0120-6230               
166618;César Amílcar López Bello;La programación mixta como herramienta para la solución de problemas de planeación agregada multietapas;2003;Colombia;INGENIERIA;;0121-750X               
166618;César Amílcar López Bello;Strategic guidelines for supply chain coordination in healthcare and a mathematical model as a proposed mechanism for the measurement of coordination effects;2016;Colombia;DYNA;Universidad Nacional de Colombia;0012-7353               
166618;César Amílcar López Bello;A Neuro-Evolutive Interval Type-2 TSK Fuzzy System for Volatile Weather Forecasting;2010;China;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
166618;César Amílcar López Bello;Disaster response logistics based on social assistance programs. Case study: Earthquake risk in Bogotá-Colombia;2020;Colombia;Scientia Et Technica;Editorial Universidad Tecnológica de Pereira;0122-1701               
166618;César Amílcar López Bello;Decision-making model for the development of productive capacity as a component of a knowledge management system;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
166618;César Amílcar López Bello;Una nueva estrategia de integración de proveedores para la industria automotriz Colombiana;2018;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
166618;César Amílcar López Bello;Modeling and Implementation Data Architecture for the Internet of Things and Industry 4.0.;2018;Colombia;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
166618;César Amílcar López Bello;Modeling Strategy for Supply Chain Design Considering Multiple Periods and Backlogging.;2018;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;"A hybrid column generation and clustering approach to the school bus routing problem with time windows			";2015;Colombia;INGENIERIA;;0121-750X               
1213490;Eduyn Ramiro Lopez Santana;Proposal of a Dynamic Algorithm for the Maintenance and Vehicle Routing Problem with Time Windows;2021;Colombia;INGENIERIA;;2344-8393               
1213490;Eduyn Ramiro Lopez Santana;Hybrid algorithm for the solution of the periodic vehicle routing problem with variable service frequency;2022;Canadá;INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING COMPUTATIONS;Growing Science;1923-2926               
1213490;Eduyn Ramiro Lopez Santana;Modelo para el perfeccionamiento de las competencias del ingeniero industrial basado en laboratorios de aprendizaje;2015;Colombia;Redes De Ingenieria;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;2248-762X               
1213490;Eduyn Ramiro Lopez Santana;Modelo de Dinámica de Sistemas para un Sistema de Competencia Dupolística;2014;Colombia;Ingenio Magno;Departamento Publicaciones Universidad Santo Tomas;2145-9282               
1213490;Eduyn Ramiro Lopez Santana;On the Combined Maintenance and Routing Optimization Problem;2016;Países Bajos;RELIABILITY ENGINEERING Y SYSTEM SAFETY;Elsevier Ltd;0951-8320               
1213490;Eduyn Ramiro Lopez Santana;Sustainable Development in Rural Territories within the Last Decade: A Review of the State of the Art;2023;Países Bajos;HELIYON;Cell Press;2405-8440               
1213490;Eduyn Ramiro Lopez Santana;On the multi-period combined maintenance and routing optimisation problem;2023;Reino Unido;INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH;Taylor and Francis Ltd;0020-7543               
1213490;Eduyn Ramiro Lopez Santana;Metodologías y aplicaciones de diagnósticos sectoriales: unarevisión de la literatura;2023;Colombia;INGENIERIA;;2344-8393               
1213490;Eduyn Ramiro Lopez Santana;Metodología para el pronóstico de la demanda en ambientes multiproducto y de alta variabilidad;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
1213490;Eduyn Ramiro Lopez Santana;Diseño de cadenas de distribución con demanda bajo incertidumbre: una aproximación de programación lineal difusa;2013;Colombia;INGENIERIA;;0121-750X               
1213490;Eduyn Ramiro Lopez Santana;Proposal for a Hybrid Expert System and an Optimization Model for the Routing Problem in the Courier Services;2016;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;Solving the Interval Green Inventory Routing Problem Using Optimization and Genetic Algorithms;2017;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;Data Architecture for the Internet of Things and Industry 4.0;2017;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A hybrid expert system, clustering and ant colony optimization approach for scheduling and routing problem in courier services;2018;Canadá;INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING COMPUTATIONS;Growing Science;1923-2926               
1213490;Eduyn Ramiro Lopez Santana;El Workshop on Engineering Applications 2016: Avanzando hacia el Reconocimiento Internacional;2017;Colombia;INGENIERIA;;0121-750X               
1213490;Eduyn Ramiro Lopez Santana;A Fuzzy Inference System to Scheduling Tasks in Queueing Systems;2017;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A Distance Measure Between Fuzzy Variables;2017;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;A Three-Step Deep Neural Network Methodology for Exchange Rate Forecasting;2017;Alemania;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
1213490;Eduyn Ramiro Lopez Santana;A Hybrid System Dynamics and Fuzzy Logic Approach to Social Problem of Corruption in Colombia;2017;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
1213490;Eduyn Ramiro Lopez Santana;Simulation of Fuzzy Inference System to Task Scheduling in Queueing Networks;2017;Alemania;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
